Country,Order Date,Total Revenue
Mongolia,08/11/1985,892593
Grenada,27/10/1977,115967.8
Kiribati,16/06/1990,177631.18
Russia,05/07/1974,368354.35
New Zealand,08/06/1979,47508.36
Kyrgyzstan,11/08/1963,2039176.64
Mozambique,26/06/1993,5567357.37
Iraq,01/10/1978,2615.36
Poland,11/02/1985,37627.89
Sierra Leone,27/11/1959,504887.22
India,21/12/1951,5255275.28
Moldova ,20/06/1983,6504940.18
Papua New Guinea,03/07/1972,1642925.9
Macedonia,13/09/1968,406630.88
Nauru,30/05/1978,414044.18
Nicaragua,21/06/1983,336312.98
Uganda,01/10/1975,107474.25
Tajikistan,29/12/1955,495584.8
Bhutan,12/11/1979,3507080.96
Israel,21/05/1991,410592.78
Burkina Faso,30/08/1963,556510.4
Ireland,18/08/1988,9936.45
El Salvador,01/04/1967,766026.8
Sweden,02/01/1963,4278449.7
Cameroon,09/07/1968,248867.85
Guatemala,23/01/1994,5614732.62
Thailand,20/08/1958,1194294.2
Tuvalu,07/04/1959,3993384.8
Finland,12/10/1998,26243.76
Libya,25/12/1953,1641049.2
Bhutan,05/07/1970,1038612.06
South Korea,07/10/1989,2402241.66
North Korea,24/03/1957,421071.3
Dominica,05/06/1980,3405074.19
Saint Kitts and Nevis ,18/02/1953,1361934.26
Nepal,07/08/1952,1018492.44
Morocco,07/10/1992,1951223.6
Vietnam,01/07/1983,27853.15
Monaco,05/09/1951,4552923.51
Vatican City,17/10/1989,316439.24
Somalia,16/05/1985,343610.16
Belarus,05/06/1963,821032.98
Madagascar,25/12/1994,2817316.8
Ethiopia,16/12/1962,381914.74
Canada,17/12/1972,358389.85
Montenegro,30/08/1988,5056645.65
Turkmenistan,28/05/1999,58256.52
Egypt,20/09/1972,5447068.77
Sweden,16/12/1975,269468.55
Tonga,23/05/1972,627796.4
Nigeria,27/09/1972,234787.44
Kuwait,14/03/2000,358140.86
The Bahamas,01/06/1991,296310.36
Finland,23/08/1959,1000009.32
Finland,16/01/1981,3205520.22
Saudi Arabia,19/01/1962,60495.72
Singapore,20/11/1977,422488.4
Zimbabwe,29/04/1981,914923.52
India,15/07/1974,463966.1
Cape Verde,03/12/1986,2494085.6
Mexico,07/02/1964,10624.9
Sri Lanka,28/02/1963,1442643.9
Croatia,21/09/1981,160191.2
Samoa ,28/08/1976,453289.85
Armenia,01/10/1985,408761.82
Denmark,07/04/1993,6172168.38
Guatemala,29/10/1969,2475940.35
Slovakia,18/07/1972,10682.85
Cote d'Ivoire,05/05/1955,219029.2
Tonga,27/09/1995,1844511.9
Bulgaria,21/04/1969,2563825.53
Panama,12/06/1995,1518877.54
Austria,12/06/1998,257742.1
Serbia,23/10/1973,665233.8
Namibia,16/12/1959,3780925.26
Namibia,20/05/1997,9385.98
Hungary,01/10/1962,5280001.27
Pakistan,09/05/1953,3202145.1
Costa Rica,18/07/1995,896423.84
Russia,06/05/1970,92367
Iceland,05/09/1952,6599166.25
Honduras,28/09/1981,600715.5
Marshall Islands,01/05/1951,1309288.98
Papua New Guinea,03/08/1975,151527.42
Comoros,13/08/2000,1618908.06
Malaysia,07/09/1992,5229212.75
France,30/08/1980,1504944.04
Cote d'Ivoire,27/02/1959,1418986.59
Lesotho,13/04/1967,457311.2
Tuvalu,11/06/1962,205363.6
Kuwait,31/01/1986,370236.9
Azerbaijan,05/11/1975,1579672.64
Bhutan,23/02/1999,379489.6
Kenya,06/04/1951,915923.19
Tanzania,20/09/1960,110773.08
Angola,29/03/1955,6143406.11
Kenya,30/05/1965,3065452.74
Rwanda,29/08/1984,4455356.09
Rwanda,08/11/1964,502884.69
Saint Lucia,30/04/1956,4238074.68
Switzerland,10/01/1967,3614215.5
El Salvador,03/12/1979,255733.17
Poland,13/01/1990,1259501.1
Ukraine,11/11/1980,281478.12
Grenada,12/08/1991,9647.22
Montenegro,08/11/1971,561321.64
Turkmenistan,04/05/1994,2509823.61
Burkina Faso,24/12/1995,3460529.94
Romania,13/04/1956,1857676.7
Guinea-Bissau,27/03/1951,487798.26
Armenia,10/03/1967,194180.8
Greenland,14/11/1979,1528556.7
Sweden,19/03/1962,45269.16
Cambodia,11/02/1964,3134642.7
Bulgaria,14/10/1951,1320388.3
Switzerland,26/10/1979,779226.06
Thailand,15/01/1961,581329.8
Barbados,11/07/1976,744132.66
Jamaica,25/02/1955,5137659.76
Tuvalu,27/08/1965,557679.9
Equatorial Guinea,19/10/1975,11363.94
Namibia,24/04/1981,175462.1
Nicaragua,23/05/1990,12959.1
Italy,24/03/1977,5461047.06
Equatorial Guinea,29/02/1996,1007473.32
Morocco,13/12/1982,435659.49
Equatorial Guinea,18/12/1973,3736679.73
Sri Lanka,23/03/1961,3083397.78
Mexico,22/06/1994,124935.85
Thailand,26/03/1967,4213296.4
Finland,10/05/1959,87524.73
Barbados,15/10/1967,1167542.16
The Bahamas,17/02/1965,793919.2
Samoa ,29/08/1955,1999865.91
Seychelles ,11/05/1987,4525258.29
Algeria,12/06/1978,26226.63
Israel,10/04/1969,698208.4
Azerbaijan,12/12/1999,4091552.43
Central African Republic,11/01/1951,1058854.38
Austria,17/03/1975,256372.35
Namibia,07/05/1976,144970.46
Nepal,03/11/1967,2985797.85
Turkey,04/08/1959,1952535.2
Iceland,27/03/1981,6932.19
Togo,19/07/1951,49855.3
Iraq,15/06/1951,2198608.3
Marshall Islands,14/04/1968,2203050.8
Mauritania,13/04/1976,2697311.82
Mali,13/09/1975,1216921.2
Mozambique,09/11/1974,71943.63
Bahrain,26/12/1967,2543626.26
Brunei,26/05/1955,74537.76
Federated States of Micronesia,31/08/1951,554468.16
Monaco,10/06/1977,258185.07
Denmark,20/07/1951,982594.68
Italy,16/09/1993,1309486.2
Equatorial Guinea,18/04/1972,3134186.3
Luxembourg,18/12/1995,540608.16
Nigeria,14/11/1977,1983270.32
Czech Republic,02/02/1977,1484963.76
Costa Rica,16/11/1977,3839490.4
Iran,30/05/1977,2141543.92
Sri Lanka,11/01/1977,370677.76
Tunisia ,03/06/1988,374078.21
South Africa,06/04/1973,1489485.96
Taiwan,05/12/1984,3710522.55
Greenland,13/04/1957,5718386.39
Barbados,23/03/1971,1636960.6
India,14/02/1953,448737.78
Saint Vincent and the Grenadines,20/08/1963,120960.4
Vatican City,30/08/1960,2190047.12
Benin,11/08/1987,139222.72
Poland,12/10/1966,2365845.93
Iran,22/10/1965,270375.3
Slovenia,23/11/1980,1803783.3
Samoa ,01/09/1958,1074878.08
Barbados,09/04/1976,781352
Sri Lanka,09/03/1952,1014512.4
Nigeria,01/12/1982,1133443.2
Sudan,08/02/1967,1379915.42
Gabon,08/11/1976,1810777.1
Sao Tome and Principe,29/04/1963,1614646
Papua New Guinea,21/04/2000,230773.12
Mali,25/09/1987,2639666.5
Moldova ,01/08/1968,2610262.62
Malawi,16/09/1989,191958.76
Belarus,07/02/1968,2262303.54
Afghanistan,27/05/1961,32420.56
Vanuatu,05/04/1992,635205.56
Ireland,29/07/1955,771378.42
Morocco,05/04/1961,1149749.78
Bulgaria,28/01/1985,228925.73
South Africa,25/02/1990,53292.96
Tonga,01/06/1993,600849.7
Uzbekistan,05/01/1998,2088956.24
Chad,03/04/1982,595239.59
Norway,01/01/1971,332211.2
China,24/08/1973,14282.45
Russia,06/06/1991,632183.42
Equatorial Guinea,01/08/1959,1369131.22
Vietnam,09/12/1978,780622.02
Togo,19/11/1974,627478.24
Jamaica,14/09/1986,449312.85
Mauritania,03/02/1995,446449.08
Georgia,07/08/1959,66298.98
China,06/10/1958,384539.65
Bangladesh,26/03/1989,421055.84
Estonia,29/02/1988,1987523.79
Slovenia,24/11/1964,488481.6
Malawi,28/03/2000,359478.48
Bangladesh,22/03/1955,3088743.94
Democratic Republic of the Congo,25/10/1982,4031158.95
Palau,08/12/1964,117296.4
Saint Kitts and Nevis ,08/06/1994,148309.7
Kazakhstan,11/05/1962,5655107.64
Greece,05/01/1958,707125.6
Egypt,23/06/1961,1321005.4
Marshall Islands,15/05/1982,3330939.15
Vatican City,05/04/1985,12614.16
Botswana,09/06/1979,90221.1
Vatican City,05/06/1970,1065379.56
Sri Lanka,28/05/1991,371182.8
Sao Tome and Principe,19/03/1961,5169304.98
South Korea,21/05/2000,2348239.74
Moldova ,04/07/1976,704316.8
Barbados,02/05/1994,1364814.15
Monaco,07/05/1997,772609.2
East Timor,28/01/2000,273833.95
Belarus,29/01/1953,2994997.11
Cape Verde,21/08/1952,620085.51
Burkina Faso,25/03/1992,2681031.57
Burkina Faso,20/04/1972,611749.44
United Kingdom,11/07/1967,5328116.71
Australia,28/11/1969,1007233.76
Tuvalu,28/08/1962,473510.24
Cote d'Ivoire,27/05/1998,3349.47
Ukraine,15/04/1964,64532
Saint Kitts and Nevis ,10/08/1963,706990.9
Guinea,18/11/1958,90678.27
Romania,21/07/1974,438563.18
Cameroon,18/03/1976,1085101.08
United Arab Emirates,09/02/1987,263822
Monaco,30/03/1985,1148834.5
Cyprus,14/08/1969,1514576.24
Montenegro,22/04/1983,2919900.69
Kuwait,08/06/1969,584786.58
Ireland,17/02/1981,592133.85
Burundi,18/09/1974,4925818.17
Iraq,21/04/1962,90687.6
Nigeria,23/05/1997,727043.7
Cambodia,31/07/1976,474.5
Palau,03/04/1994,761831.94
Cyprus,29/11/1964,298033.45
Guatemala,20/10/1961,380682.26
The Gambia,13/02/1974,85780.02
Belize,30/01/1964,449359.36
Turkey,18/08/1996,209380.48
Uganda,24/07/1985,4079076
Vanuatu,17/07/1991,5219.5
Zambia,02/10/1990,3269.2
Liechtenstein,29/06/1961,494987.92
Uzbekistan,19/07/1963,53533.15
Afghanistan,10/09/1991,2059599.04
Ireland,03/02/1968,661113.97
Bahrain,14/04/1956,181514.08
Chad,10/06/1964,192004.96
Honduras,15/02/1992,1279078.14
Liechtenstein,31/10/1959,912115.44
Marshall Islands,20/09/1980,4165139.16
Cambodia,30/11/1956,377227.5
Mali,27/12/1994,2685751.74
Greece,26/05/1986,85552.35
Afghanistan,11/08/1999,371432.4
Slovakia,25/04/1965,42414.18
Thailand,17/10/1990,4773369.3
Cameroon,15/10/1974,884293.76
Iraq,30/09/1956,102112.4
Ukraine,29/04/1965,1410484.9
Tonga,18/07/1999,538355.51
Guinea-Bissau,19/02/1980,633652.69
Poland,01/12/1954,35435.34
Switzerland,14/08/1955,82690.44
Kenya,31/12/1986,6153934.5
China,20/04/1980,4075110.46
Ireland,21/02/1998,15926.31
South Africa,06/11/1958,1079140
East Timor,30/05/1987,314504.96
Sao Tome and Principe,19/03/1992,78745.2
France,28/03/1998,11102.7
Brunei,05/01/1952,527700.4
Mozambique,14/12/1994,592133.85
Angola,26/08/1961,37970.1
Kenya,23/10/1952,70534.8
Estonia,12/03/1994,1450120.32
Sudan,19/08/1987,1824039.21
Senegal,16/11/1976,4251533.74
Malaysia,17/06/1965,4097163.37
Turkey,10/07/1999,16250.3
Switzerland,24/01/1996,2147151.51
Nigeria,04/01/1981,655814.32
Panama,10/10/1951,1478881.51
Bahrain,29/06/1951,2104783.6
Sri Lanka,15/07/1956,310083.62
India,27/04/1959,328636.33
South Africa,15/09/1951,172547.2
San Marino,13/07/1957,441901.85
Myanmar,05/06/1985,6417674.55
Mozambique,04/09/1956,920515.14
Jordan,27/06/1983,1679334.8
Grenada,25/09/1976,2194642.16
Sao Tome and Principe,31/01/1974,1033742.6
Jamaica,12/03/1993,597655.86
Bangladesh,29/09/2000,1780950.6
Marshall Islands,08/04/1972,916903.68
Mali,18/03/1995,6462839.17
Sao Tome and Principe,15/08/1966,455298.72
Chad,17/04/1984,5153675.94
Togo,01/10/1987,250093.8
Germany,12/06/1972,2638051.71
Tanzania,14/08/2000,1758323.6
Comoros,18/07/1997,525253.05
Swaziland,01/02/1986,3739632.96
Australia,05/08/1976,1317500.08
Iran,22/07/1969,647156.16
Macedonia,07/08/1981,610539.78
Bulgaria,12/02/1952,2692102.14
Swaziland,25/01/1992,679584.95
Myanmar,12/04/1991,85571.2
Syria,11/09/1979,212756.86
Belize,06/03/1975,2794705.14
Botswana,14/11/1983,1359579.5
North Korea,16/09/1966,68528.85
Dominican Republic,17/09/1955,5888126.97
Maldives,28/07/1975,2813227.2
Burkina Faso,14/03/1954,845045.67
Poland,07/02/1962,165176.33
Seychelles ,20/01/1982,660679.74
Saudi Arabia,29/10/1972,1504591.38
Croatia,20/09/1982,29501.46
Democratic Republic of the Congo,23/10/1955,4264886
Romania,24/01/1978,1019654.9
Poland,10/09/1998,57071.61
Tonga,23/06/1996,361331.75
Syria,14/07/1987,902945.66
Mali,04/01/1986,2872892.73
Uzbekistan,02/09/1965,918170.56
Philippines,05/09/1993,450413.98
Montenegro,28/07/1985,52733.16
Belarus,15/07/1959,755356.18
Cape Verde,02/12/1963,165584.98
Kyrgyzstan,24/06/1968,836101.28
Chad,16/12/1998,1940293.6
Denmark,01/09/1964,877953.09
Vatican City,06/11/1982,473727.1
Andorra,22/04/1961,36004.47
Poland,13/03/2000,70292.22
Czech Republic,10/06/1965,10701.51
Kazakhstan,02/08/1980,700356.76
Algeria,18/08/1955,1944912.9
Nepal,13/06/1993,27538.56
Burundi,15/10/1957,1131075.54
Saint Vincent and the Grenadines,07/11/1970,332314.18
Nepal,14/03/1969,570223.04
China,02/09/2000,1205839.74
Mauritania,15/04/1972,2611499.1
Gabon,30/12/1957,1270608.9
Switzerland,19/03/1987,434576.8
Saint Vincent and the Grenadines,25/07/1954,885116.58
Taiwan,27/03/1968,1818829.53
The Gambia,07/05/1969,1273488.7
Mali,28/09/1987,344059.95
Italy,30/10/1994,1412738.22
Bangladesh,18/12/1951,120143.4
Malaysia,13/08/1991,1029417.6
Italy,16/03/1981,1432912.06
Nicaragua,08/02/1998,1568236.4
South Sudan,26/08/1958,184056.88
Singapore,18/02/1978,10972.08
Trinidad and Tobago,21/10/1973,1036583.73
Madagascar,21/09/1955,1046648
Afghanistan,16/07/1996,549836.1
Turkey,11/01/1997,321378.85
India,18/01/1970,222056.96
Armenia,23/12/1950,499370.3
Oman,15/02/1962,569867.94
Fiji,03/08/1963,72266.35
Uganda,24/09/1990,514252.28
Sweden,06/10/1976,1258019.84
Spain,21/10/1995,432364.4
Mexico,19/08/1966,311776.71
Cameroon,28/01/1980,259899.22
Seychelles ,16/09/1999,3921408.36
Kosovo,22/01/1969,1847170
Spain,25/12/1958,1484908.56
Lesotho,23/01/1984,610629.76
The Gambia,27/11/1963,463675.04
Bosnia and Herzegovina,17/06/1953,1902257.2
Kuwait,23/07/1958,784745.5
Haiti,04/06/1978,62605.18
Guatemala,01/07/1966,826223.78
Saint Kitts and Nevis ,04/08/1990,2098997.2
Kazakhstan,16/06/1981,5547309.27
Barbados,30/03/1966,1380565.2
Mauritania,30/05/1981,693170.94
Mali,15/04/1984,374638.32
Poland,06/10/1965,694950.19
North Korea,28/11/1994,745901.52
Kenya,22/08/1980,1093055.7
Oman,12/03/1966,73940.25
Niger,19/09/1983,4254830.4
Serbia,20/07/1974,2195618.4
Zimbabwe,06/01/1968,2126482.4
Albania,23/09/1971,817962.48
Cuba,10/10/1959,596792.46
United Arab Emirates,04/05/1951,4808202.65
Jamaica,12/01/1953,33233.46
Iceland,04/11/1997,1556697.44
Singapore,20/12/1973,2852730
Liberia,11/08/1980,1573045.6
Croatia,18/10/1967,3542631.6
Kiribati,08/04/1995,5117859.39
Mauritania,23/02/1963,692574.64
Serbia,28/06/1986,1456376.1
Kosovo,21/08/1971,1854864.48
Greece,24/07/1975,16980.6
Sri Lanka,14/07/1982,181482.68
Eritrea,20/10/1964,71583.6
United Arab Emirates,03/09/1962,301924.35
South Korea,26/12/1955,269136.89
Liechtenstein,14/06/1973,4710853.14
Samoa ,14/04/1954,62586.55
Denmark,03/05/1987,309100.4
Moldova ,15/06/1987,829435.2
Philippines,19/11/1969,2612764.77
Dominica,13/05/1958,635123.83
Bhutan,15/05/1955,1153771.3
Sudan,07/09/1961,3814.5
Guatemala,02/06/1971,2250733.36
Tonga,11/08/1982,3267120.57
Central African Republic,24/12/1989,697534.24
Mozambique,28/08/1957,2583852
Czech Republic,15/08/1998,627024.2
Belize,20/12/1957,683916.64
Malawi,21/04/1969,1285014.46
Trinidad and Tobago,13/04/1967,141935.68
Botswana,20/04/1969,295208.76
The Gambia,21/07/1993,483440.28
Djibouti,02/04/1978,63406.68
Madagascar,19/02/1994,6041926.38
Japan,30/08/1993,597201.11
Federated States of Micronesia,22/07/1953,506949.92
Tanzania,24/11/1957,577013.8
Saint Kitts and Nevis ,22/06/1985,807251.36
Rwanda,03/07/1964,51143.04
United States of America,02/06/1990,76356.72
Cape Verde,30/10/1993,1875301.05
El Salvador,15/10/1994,40111.5
Slovakia,31/08/1952,1729114.2
Palau,21/04/1995,431035.8
Canada,05/01/1951,2777410.65
Maldives,17/09/1999,460181.28
Ireland,22/06/1969,1642726.8
Guatemala,05/09/1976,125884.85
Mozambique,01/03/1964,282083.86
Serbia,04/05/1969,238817.7
Australia,09/08/1984,806429.91
South Sudan,04/12/1963,2808738.81
Papua New Guinea,06/03/1991,200728.88
Oman,21/01/1965,2538249.04
United Kingdom,25/11/1995,825679.8
Iraq,24/07/1989,84399.18
Ireland,16/07/1999,946208.13
Cape Verde,23/04/1970,1193689.28
Dominican Republic,23/03/1957,457664.64
East Timor,06/07/1973,380839.68
Poland,26/03/1999,1055327.52
Bulgaria,05/06/1979,137819
Vatican City,08/05/1979,623223.84
United Kingdom,12/07/1992,1077828.64
Guatemala,12/09/1968,2451602.79
Serbia,22/08/1980,2164526.53
Eritrea,29/08/1997,2520833.91
Hungary,22/02/1962,60290.46
Somalia,24/11/1977,16775.34
Guatemala,22/01/1976,1174255.68
Saint Kitts and Nevis ,08/08/1967,610930.32
South Sudan,16/11/1983,4951800.84
The Gambia,28/08/1998,4822861.26
Philippines,10/09/1959,1426928.16
Nicaragua,11/10/1951,13211.28
Poland,29/04/1970,3629097.78
Belize,03/05/1970,3474865.6
Greece,15/08/1976,537081.6
Taiwan,08/07/1956,67236.65
Sweden,21/11/1994,727654.02
Maldives,17/09/1976,954779.36
Malawi,26/03/1952,2410283.6
Sweden,26/04/1970,2379464.88
Moldova ,06/08/1991,597396.24
Central African Republic,05/04/1982,2144888.76
Mauritius ,29/11/1972,164145.04
Lebanon,27/05/1961,67287.78
Saint Lucia,17/08/1959,421492.96
Mozambique,20/12/1987,1500387.84
Namibia,17/03/1951,345145.79
Haiti,11/05/1971,37126.32
United States of America,24/10/1999,351319.8
South Africa,13/04/1984,270797.15
Qatar,07/06/1987,399513.2
Afghanistan,07/01/1995,550918.56
United States of America,17/01/1978,1881413.6
Syria,27/09/1993,124859.9
Monaco,26/08/1999,5334131.14
Morocco,26/05/1998,2622468.24
South Korea,06/08/1995,5903869.86
France,10/10/1999,21617.61
Rwanda,25/05/1961,5871420.22
Libya,12/02/1994,1452378.4
Russia,03/11/1975,1202592.36
Dominica,16/11/1980,502394.31
South Africa,20/06/1998,86675.7
Mexico,11/07/1961,16836.38
Libya,25/01/1987,422352.45
Hungary,27/02/1956,69153.96
Zimbabwe,19/09/1972,3211037.35
Jamaica,14/03/1968,448426
Benin,02/02/1957,3234208.74
Philippines,05/10/1995,600771.36
Italy,13/02/1981,132882.2
Senegal,27/03/1994,497988.96
Tunisia ,29/07/1981,1935842.7
Jordan,01/02/1963,285564.62
Cameroon,03/07/1952,232110.72
Saint Vincent and the Grenadines,01/01/1976,404184.42
Hungary,24/09/1998,4131102.8
Japan,03/01/1999,976526.08
Qatar,29/01/1968,215944.95
Lithuania,11/04/1975,144580.37
Monaco,15/07/1952,338112.32
South Korea,27/12/1989,1338706.4
Luxembourg,20/09/1987,354176.48
Greenland,01/09/1994,3160956
Rwanda,21/09/1965,1163644.9
Saint Vincent and the Grenadines,17/03/1990,302506.8
Saint Vincent and the Grenadines,05/03/1971,1479146.34
Netherlands,02/10/1978,662654.94
Bhutan,29/09/1955,1034052.39
Pakistan,25/12/1987,704267.41
France,29/06/1962,101217.42
Greenland,16/08/1970,1284876.18
Estonia,21/10/1995,1807691.6
Iraq,14/02/1978,171037.6
Uganda,14/04/1990,735.57
Oman,10/06/1975,736098.68
Qatar,10/02/1962,4364130.4
Kiribati,20/01/1983,217238.34
Djibouti,06/03/1978,1058700.32
Tanzania,14/07/1996,713012.52
Nepal,22/06/1989,63772.8
Swaziland,11/03/1956,808473.16
Saudi Arabia,27/07/1969,1001077.38
Samoa ,27/05/1975,609126.72
Estonia,08/12/1967,669123.51
Netherlands,20/07/1975,1580804.5
Mauritius ,03/04/1951,675707.16
Seychelles ,01/08/1975,279370.8
Greece,29/08/1991,54328.59
Cambodia,20/01/1962,207981
Tanzania,03/02/1992,1164467.7
Palau,11/01/1958,438010.95
Dominica,13/06/1972,1473583.9
Bhutan,17/08/1958,4141937.46
Seychelles ,12/09/1974,53171.67
Cameroon,05/04/1997,62175.12
Lithuania,23/07/2000,224248.7
Mauritius ,07/07/1996,3298236.8
Turkmenistan,19/04/1987,2018122.7
Netherlands,01/10/1958,3480592.5
Qatar,30/07/1956,1019415.02
Seychelles ,14/01/2000,305165.6
Sri Lanka,07/12/1999,505039.8
Nicaragua,24/05/1983,1016522.56
Portugal,30/03/1985,369553.31
Mexico,17/03/1952,106438.72
Lebanon,12/11/1974,123330.57
Trinidad and Tobago,23/03/1968,790481.86
Switzerland,06/09/1990,806196.8
Yemen,08/12/1971,34371.72
Mauritania,05/06/1968,1062201.6
Fiji,04/02/1960,161763
Lesotho,28/03/1983,2537071.6
Montenegro,21/07/1986,196490.45
France,03/10/1988,501619.36
Senegal,21/11/1967,487920.4
Cameroon,09/04/1963,846264.32
Russia,24/07/1960,1168305.06
Oman,26/01/1961,811841.12
Nigeria,06/05/1979,481924.8
Jamaica,18/12/1963,27784.74
The Gambia,30/03/1978,89045.52
Namibia,23/05/1975,1553446.4
Austria,26/12/1987,202281.75
Bangladesh,30/08/1954,744961.76
Democratic Republic of the Congo,21/07/1955,2158389.24
Cuba,27/08/1951,730421.01
Guatemala,17/04/1994,205555.68
Qatar,19/10/1953,373996.48
Gabon,11/04/1985,6471526.68
Sudan,26/11/1951,2909775.33
Libya,04/10/1998,3349384.71
Comoros,09/12/1999,74259.25
Yemen,20/12/1994,1760997.7
Vietnam,25/09/1985,1387240.8
Slovakia,17/02/1962,1522234.64
Senegal,28/07/1956,790857.44
Botswana,15/01/1980,1077214.8
Guinea,31/01/1957,1599384.99
Seychelles ,05/06/1996,103388.45
Kyrgyzstan,09/01/1955,1145441.36
Greece,19/06/1991,4590.36
Bahrain,26/02/1960,158957.5
Djibouti,13/09/1991,5963129.97
Eritrea,25/07/1971,9740.52
The Gambia,02/02/1991,1760125.08
Djibouti,26/07/1996,489841.91
Sweden,20/11/1988,3309273.04
Bosnia and Herzegovina,12/11/1964,1233151.56
United Arab Emirates,28/10/1990,520297.8
Sudan,14/06/1970,59502.3
Cuba,03/03/1962,2647685.74
Afghanistan,06/01/1986,233325.92
Albania,29/02/1968,1485052.8
China,27/10/1990,34330.5
Iceland,04/11/1965,632835
Cameroon,05/10/1960,1238363.28
Lebanon,25/03/1992,802098.22
The Bahamas,27/02/1959,323140.96
Belarus,13/01/1997,1874182.38
Cyprus,01/02/1965,1071079.9
Poland,21/03/1968,4952452.05
Togo,07/12/1996,520719.2
Equatorial Guinea,25/08/1972,372535.52
Portugal,26/06/1986,1123713.64
Montenegro,03/01/1971,20572.65
Montenegro,01/12/1994,419274.8
Taiwan,29/03/2000,687022.38
Switzerland,08/02/1951,2808572.8
Barbados,30/06/1968,3902447.2
El Salvador,27/03/1971,2996568.8
Niger,09/02/1980,1390296
South Sudan,26/01/1991,5286683.97
Qatar,20/04/1959,1300264.98
Guinea-Bissau,20/07/1999,368212
Belgium,18/05/1981,464606.1
Papua New Guinea,01/11/1980,1453476.2
Rwanda,22/10/1994,6501680.64
Ireland,24/05/1986,982536.48
Zimbabwe,01/11/1963,270689.76
Israel,06/03/1995,751997.73
Mauritania,03/11/1981,2161954
Mauritania,12/01/1966,894118.8
Myanmar,10/07/1999,1418231.1
Marshall Islands,01/11/1957,4063222.59
United States of America,13/10/1985,836807.84
Slovakia,16/05/1984,2395150.38
Saudi Arabia,13/10/1969,689119.68
Panama,03/04/1984,935856.48
Netherlands,08/02/1991,75052.32
Mali,15/09/1962,5184438.66
Eritrea,03/11/1985,4074191.73
Burkina Faso,29/12/1951,61764.6
Australia,08/09/1968,551832.12
Iran,15/10/1960,372972.64
Indonesia,20/04/1960,718073.66
San Marino,13/07/1999,310900.92
Ireland,03/03/1953,178126.4
Bangladesh,19/06/1998,1520447.68
Switzerland,13/11/1959,4317522.3
Monaco,21/04/1983,109432.4
Pakistan,06/08/1984,1003060.92
Cape Verde,19/04/2000,57047.54
Belize,17/03/1951,180398.9
New Zealand,22/11/1986,435261.2
Senegal,01/07/1978,298676.4
Trinidad and Tobago,25/01/1966,322594.56
Nicaragua,09/04/1973,1145009.46
Poland,01/03/1976,2585536.63
Cape Verde,24/06/1989,1053861.79
Belarus,10/01/1962,5366876.37
Nepal,24/06/1963,1137331.32
Denmark,28/10/1999,10281.66
Uzbekistan,01/04/1991,344983.38
Brunei,01/09/1961,101917.31
Greece,18/09/1957,63164.6
Vanuatu,30/01/1964,1392902.82
Dominica,15/06/1962,963412.48
Oman,28/08/1977,864732.64
Sao Tome and Principe,19/04/1960,64311.69
Sao Tome and Principe,30/07/1984,497715.96
Portugal,28/01/1977,716330.4
Cyprus,15/04/1953,514714.46
